ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
7629,"Imię 7629","Nazwisko 7629",Logistyka,Specjalista,3900,900,PLN,2026-09-14,user7629@example.com,+481001007629,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 7629","Rozliczenie miesiąca dla użytkownika 7629"
7630,"Imię 7630","Nazwisko 7630",Sprzedaż,Pracownik,4000,0,PLN,2026-09-15,user7630@example.com,+481001007630,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 7630","Rozliczenie miesiąca dla użytkownika 7630"
7631,"Imię 7631","Nazwisko 7631",Logistyka,Pracownik,4100,150,PLN,2026-09-16,user7631@example.com,+481001007631,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 7631","Rozliczenie miesiąca dla użytkownika 7631"
7632,"Imię 7632","Nazwisko 7632",Sprzedaż,Specjalista,4200,300,PLN,2026-09-17,user7632@example.com,+481001007632,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 7632","Rozliczenie miesiąca dla użytkownika 7632"
7633,"Imię 7633","Nazwisko 7633",Logistyka,Pracownik,4300,450,PLN,2026-09-18,user7633@example.com,+481001007633,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 7633","Rozliczenie miesiąca dla użytkownika 7633"
7634,"Imię 7634","Nazwisko 7634",Sprzedaż,Pracownik,4400,600,PLN,2026-09-19,user7634@example.com,+481001007634,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 7634","Rozliczenie miesiąca dla użytkownika 7634"
7635,"Imię 7635","Nazwisko 7635",Logistyka,Specjalista,4500,750,PLN,2026-09-20,user7635@example.com,+481001007635,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 7635","Rozliczenie miesiąca dla użytkownika 7635"
7636,"Imię 7636","Nazwisko 7636",Sprzedaż,Pracownik,4600,900,PLN,2026-09-21,user7636@example.com,+481001007636,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 7636","Rozliczenie miesiąca dla użytkownika 7636"
7637,"Imię 7637","Nazwisko 7637",Logistyka,Pracownik,4700,0,PLN,2026-09-22,user7637@example.com,+481001007637,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 7637","Rozliczenie miesiąca dla użytkownika 7637"
7638,"Imię 7638","Nazwisko 7638",Sprzedaż,Specjalista,4800,150,PLN,2026-09-23,user7638@example.com,+481001007638,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 7638","Rozliczenie miesiąca dla użytkownika 7638"
7639,"Imię 7639","Nazwisko 7639",Logistyka,Pracownik,4900,300,PLN,2026-09-24,user7639@example.com,+481001007639,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 7639","Rozliczenie miesiąca dla użytkownika 7639"
7640,"Imię 7640","Nazwisko 7640",Sprzedaż,Pracownik,5000,450,PLN,2026-09-25,user7640@example.com,+481001007640,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 7640","Rozliczenie miesiąca dla użytkownika 7640"
7641,"Imię 7641","Nazwisko 7641",Logistyka,Specjalista,5100,600,PLN,2026-09-26,user7641@example.com,+481001007641,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 7641","Rozliczenie miesiąca dla użytkownika 7641"
7642,"Imię 7642","Nazwisko 7642",Sprzedaż,Pracownik,5200,750,PLN,2026-09-27,user7642@example.com,+481001007642,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 7642","Rozliczenie miesiąca dla użytkownika 7642"
7643,"Imię 7643","Nazwisko 7643",Logistyka,Pracownik,5300,900,PLN,2026-09-28,user7643@example.com,+481001007643,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 7643","Rozliczenie miesiąca dla użytkownika 7643"
7644,"Imię 7644","Nazwisko 7644",Sprzedaż,Specjalista,5400,0,PLN,2026-09-01,user7644@example.com,+481001007644,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 7644","Rozliczenie miesiąca dla użytkownika 7644"
7645,"Imię 7645","Nazwisko 7645",Logistyka,Pracownik,5500,150,PLN,2026-09-02,user7645@example.com,+481001007645,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 7645","Rozliczenie miesiąca dla użytkownika 7645"
7646,"Imię 7646","Nazwisko 7646",Sprzedaż,Pracownik,5600,300,PLN,2026-09-03,user7646@example.com,+481001007646,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 7646","Rozliczenie miesiąca dla użytkownika 7646"
7647,"Imię 7647","Nazwisko 7647",Logistyka,Specjalista,5700,450,PLN,2026-09-04,user7647@example.com,+481001007647,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 7647","Rozliczenie miesiąca dla użytkownika 7647"
7648,"Imię 7648","Nazwisko 7648",Sprzedaż,Pracownik,5800,600,PLN,2026-09-05,user7648@example.com,+481001007648,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 7648","Rozliczenie miesiąca dla użytkownika 7648"
7649,"Imię 7649","Nazwisko 7649",Logistyka,Pracownik,5900,750,PLN,2026-09-06,user7649@example.com,+481001007649,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 7649","Rozliczenie miesiąca dla użytkownika 7649"
7650,"Imię 7650","Nazwisko 7650",Sprzedaż,Specjalista,3500,900,PLN,2026-09-07,user7650@example.com,+481001007650,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 7650","Rozliczenie miesiąca dla użytkownika 7650"
7651,"Imię 7651","Nazwisko 7651",Logistyka,Pracownik,3600,0,PLN,2026-09-08,user7651@example.com,+481001007651,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 7651","Rozliczenie miesiąca dla użytkownika 7651"
7652,"Imię 7652","Nazwisko 7652",Sprzedaż,Pracownik,3700,150,PLN,2026-09-09,user7652@example.com,+481001007652,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 7652","Rozliczenie miesiąca dla użytkownika 7652"
7653,"Imię 7653","Nazwisko 7653",Logistyka,Specjalista,3800,300,PLN,2026-09-10,user7653@example.com,+481001007653,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 7653","Rozliczenie miesiąca dla użytkownika 7653"
7654,"Imię 7654","Nazwisko 7654",Sprzedaż,Pracownik,3900,450,PLN,2026-09-11,user7654@example.com,+481001007654,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 7654","Rozliczenie miesiąca dla użytkownika 7654"
7655,"Imię 7655","Nazwisko 7655",Logistyka,Pracownik,4000,600,PLN,2026-09-12,user7655@example.com,+481001007655,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 7655","Rozliczenie miesiąca dla użytkownika 7655"
7656,"Imię 7656","Nazwisko 7656",Sprzedaż,Specjalista,4100,750,PLN,2026-09-13,user7656@example.com,+481001007656,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 7656","Rozliczenie miesiąca dla użytkownika 7656"
7657,"Imię 7657","Nazwisko 7657",Logistyka,Pracownik,4200,900,PLN,2026-09-14,user7657@example.com,+481001007657,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 7657","Rozliczenie miesiąca dla użytkownika 7657"
7658,"Imię 7658","Nazwisko 7658",Sprzedaż,Pracownik,4300,0,PLN,2026-09-15,user7658@example.com,+481001007658,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 7658","Rozliczenie miesiąca dla użytkownika 7658"
7659,"Imię 7659","Nazwisko 7659",Logistyka,Specjalista,4400,150,PLN,2026-09-16,user7659@example.com,+481001007659,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 7659","Rozliczenie miesiąca dla użytkownika 7659"
7660,"Imię 7660","Nazwisko 7660",Sprzedaż,Pracownik,4500,300,PLN,2026-09-17,user7660@example.com,+481001007660,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 7660","Rozliczenie miesiąca dla użytkownika 7660"
7661,"Imię 7661","Nazwisko 7661",Logistyka,Pracownik,4600,450,PLN,2026-09-18,user7661@example.com,+481001007661,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 7661","Rozliczenie miesiąca dla użytkownika 7661"
7662,"Imię 7662","Nazwisko 7662",Sprzedaż,Specjalista,4700,600,PLN,2026-09-19,user7662@example.com,+481001007662,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 7662","Rozliczenie miesiąca dla użytkownika 7662"
7663,"Imię 7663","Nazwisko 7663",Logistyka,Pracownik,4800,750,PLN,2026-09-20,user7663@example.com,+481001007663,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 7663","Rozliczenie miesiąca dla użytkownika 7663"
7664,"Imię 7664","Nazwisko 7664",Sprzedaż,Pracownik,4900,900,PLN,2026-09-21,user7664@example.com,+481001007664,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 7664","Rozliczenie miesiąca dla użytkownika 7664"
7665,"Imię 7665","Nazwisko 7665",Logistyka,Specjalista,5000,0,PLN,2026-09-22,user7665@example.com,+481001007665,Warszawa,Polska,UoP,10,185,Aktywny,1,"Projekt 7665","Rozliczenie miesiąca dla użytkownika 7665"
7666,"Imię 7666","Nazwisko 7666",Sprzedaż,Pracownik,5100,150,PLN,2026-09-23,user7666@example.com,+481001007666,Warszawa,Polska,UoP,11,186,Aktywny,2,"Projekt 7666","Rozliczenie miesiąca dla użytkownika 7666"
7667,"Imię 7667","Nazwisko 7667",Logistyka,Pracownik,5200,300,PLN,2026-09-24,user7667@example.com,+481001007667,Warszawa,Polska,UoP,12,187,Aktywny,3,"Projekt 7667","Rozliczenie miesiąca dla użytkownika 7667"
7668,"Imię 7668","Nazwisko 7668",Sprzedaż,Specjalista,5300,450,PLN,2026-09-25,user7668@example.com,+481001007668,Warszawa,Polska,UoP,1,188,Aktywny,4,"Projekt 7668","Rozliczenie miesiąca dla użytkownika 7668"
7669,"Imię 7669","Nazwisko 7669",Logistyka,Pracownik,5400,600,PLN,2026-09-26,user7669@example.com,+481001007669,Warszawa,Polska,UoP,2,189,Aktywny,5,"Projekt 7669","Rozliczenie miesiąca dla użytkownika 7669"
7670,"Imię 7670","Nazwisko 7670",Sprzedaż,Pracownik,5500,750,PLN,2026-09-27,user7670@example.com,+481001007670,Warszawa,Polska,UoP,3,190,Aktywny,1,"Projekt 7670","Rozliczenie miesiąca dla użytkownika 7670"
7671,"Imię 7671","Nazwisko 7671",Logistyka,Specjalista,5600,900,PLN,2026-09-28,user7671@example.com,+481001007671,Warszawa,Polska,UoP,4,191,Aktywny,2,"Projekt 7671","Rozliczenie miesiąca dla użytkownika 7671"
7672,"Imię 7672","Nazwisko 7672",Sprzedaż,Pracownik,5700,0,PLN,2026-09-01,user7672@example.com,+481001007672,Warszawa,Polska,UoP,5,192,Aktywny,3,"Projekt 7672","Rozliczenie miesiąca dla użytkownika 7672"
7673,"Imię 7673","Nazwisko 7673",Logistyka,Pracownik,5800,150,PLN,2026-09-02,user7673@example.com,+481001007673,Warszawa,Polska,UoP,6,193,Aktywny,4,"Projekt 7673","Rozliczenie miesiąca dla użytkownika 7673"
7674,"Imię 7674","Nazwisko 7674",Sprzedaż,Specjalista,5900,300,PLN,2026-09-03,user7674@example.com,+481001007674,Warszawa,Polska,UoP,7,194,Aktywny,5,"Projekt 7674","Rozliczenie miesiąca dla użytkownika 7674"
7675,"Imię 7675","Nazwisko 7675",Logistyka,Pracownik,3500,450,PLN,2026-09-04,user7675@example.com,+481001007675,Warszawa,Polska,UoP,8,195,Aktywny,1,"Projekt 7675","Rozliczenie miesiąca dla użytkownika 7675"
7676,"Imię 7676","Nazwisko 7676",Sprzedaż,Pracownik,3600,600,PLN,2026-09-05,user7676@example.com,+481001007676,Warszawa,Polska,UoP,9,196,Aktywny,2,"Projekt 7676","Rozliczenie miesiąca dla użytkownika 7676"
7677,"Imię 7677","Nazwisko 7677",Logistyka,Specjalista,3700,750,PLN,2026-09-06,user7677@example.com,+481001007677,Warszawa,Polska,UoP,10,197,Aktywny,3,"Projekt 7677","Rozliczenie miesiąca dla użytkownika 7677"
7678,"Imię 7678","Nazwisko 7678",Sprzedaż,Pracownik,3800,900,PLN,2026-09-07,user7678@example.com,+481001007678,Warszawa,Polska,UoP,11,198,Aktywny,4,"Projekt 7678","Rozliczenie miesiąca dla użytkownika 7678"
7679,"Imię 7679","Nazwisko 7679",Logistyka,Pracownik,3900,0,PLN,2026-09-08,user7679@example.com,+481001007679,Warszawa,Polska,UoP,12,199,Aktywny,5,"Projekt 7679","Rozliczenie miesiąca dla użytkownika 7679"
7680,"Imię 7680","Nazwisko 7680",Sprzedaż,Specjalista,4000,150,PLN,2026-09-09,user7680@example.com,+481001007680,Warszawa,Polska,UoP,1,160,Aktywny,1,"Projekt 7680","Rozliczenie miesiąca dla użytkownika 7680"
7681,"Imię 7681","Nazwisko 7681",Logistyka,Pracownik,4100,300,PLN,2026-09-10,user7681@example.com,+481001007681,Warszawa,Polska,UoP,2,161,Aktywny,2,"Projekt 7681","Rozliczenie miesiąca dla użytkownika 7681"
7682,"Imię 7682","Nazwisko 7682",Sprzedaż,Pracownik,4200,450,PLN,2026-09-11,user7682@example.com,+481001007682,Warszawa,Polska,UoP,3,162,Aktywny,3,"Projekt 7682","Rozliczenie miesiąca dla użytkownika 7682"
7683,"Imię 7683","Nazwisko 7683",Logistyka,Specjalista,4300,600,PLN,2026-09-12,user7683@example.com,+481001007683,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 7683","Rozliczenie miesiąca dla użytkownika 7683"
7684,"Imię 7684","Nazwisko 7684",Sprzedaż,Pracownik,4400,750,PLN,2026-09-13,user7684@example.com,+481001007684,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 7684","Rozliczenie miesiąca dla użytkownika 7684"
7685,"Imię 7685","Nazwisko 7685",Logistyka,Pracownik,4500,900,PLN,2026-09-14,user7685@example.com,+481001007685,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 7685","Rozliczenie miesiąca dla użytkownika 7685"
7686,"Imię 7686","Nazwisko 7686",Sprzedaż,Specjalista,4600,0,PLN,2026-09-15,user7686@example.com,+481001007686,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 7686","Rozliczenie miesiąca dla użytkownika 7686"
7687,"Imię 7687","Nazwisko 7687",Logistyka,Pracownik,4700,150,PLN,2026-09-16,user7687@example.com,+481001007687,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 7687","Rozliczenie miesiąca dla użytkownika 7687"
7688,"Imię 7688","Nazwisko 7688",Sprzedaż,Pracownik,4800,300,PLN,2026-09-17,user7688@example.com,+481001007688,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 7688","Rozliczenie miesiąca dla użytkownika 7688"
7689,"Imię 7689","Nazwisko 7689",Logistyka,Specjalista,4900,450,PLN,2026-09-18,user7689@example.com,+481001007689,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 7689","Rozliczenie miesiąca dla użytkownika 7689"
7690,"Imię 7690","Nazwisko 7690",Sprzedaż,Pracownik,5000,600,PLN,2026-09-19,user7690@example.com,+481001007690,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 7690","Rozliczenie miesiąca dla użytkownika 7690"
7691,"Imię 7691","Nazwisko 7691",Logistyka,Pracownik,5100,750,PLN,2026-09-20,user7691@example.com,+481001007691,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 7691","Rozliczenie miesiąca dla użytkownika 7691"
7692,"Imię 7692","Nazwisko 7692",Sprzedaż,Specjalista,5200,900,PLN,2026-09-21,user7692@example.com,+481001007692,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 7692","Rozliczenie miesiąca dla użytkownika 7692"
7693,"Imię 7693","Nazwisko 7693",Logistyka,Pracownik,5300,0,PLN,2026-09-22,user7693@example.com,+481001007693,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 7693","Rozliczenie miesiąca dla użytkownika 7693"
7694,"Imię 7694","Nazwisko 7694",Sprzedaż,Pracownik,5400,150,PLN,2026-09-23,user7694@example.com,+481001007694,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 7694","Rozliczenie miesiąca dla użytkownika 7694"
7695,"Imię 7695","Nazwisko 7695",Logistyka,Specjalista,5500,300,PLN,2026-09-24,user7695@example.com,+481001007695,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 7695","Rozliczenie miesiąca dla użytkownika 7695"
7696,"Imię 7696","Nazwisko 7696",Sprzedaż,Pracownik,5600,450,PLN,2026-09-25,user7696@example.com,+481001007696,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 7696","Rozliczenie miesiąca dla użytkownika 7696"
7697,"Imię 7697","Nazwisko 7697",Logistyka,Pracownik,5700,600,PLN,2026-09-26,user7697@example.com,+481001007697,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 7697","Rozliczenie miesiąca dla użytkownika 7697"
7698,"Imię 7698","Nazwisko 7698",Sprzedaż,Specjalista,5800,750,PLN,2026-09-27,user7698@example.com,+481001007698,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 7698","Rozliczenie miesiąca dla użytkownika 7698"
7699,"Imię 7699","Nazwisko 7699",Logistyka,Pracownik,5900,900,PLN,2026-09-28,user7699@example.com,+481001007699,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 7699","Rozliczenie miesiąca dla użytkownika 7699"
7700,"Imię 7700","Nazwisko 7700",Sprzedaż,Pracownik,3500,0,PLN,2026-09-01,user7700@example.com,+481001007700,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 7700","Rozliczenie miesiąca dla użytkownika 7700"
7701,"Imię 7701","Nazwisko 7701",Logistyka,Specjalista,3600,150,PLN,2026-09-02,user7701@example.com,+481001007701,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 7701","Rozliczenie miesiąca dla użytkownika 7701"
7702,"Imię 7702","Nazwisko 7702",Sprzedaż,Pracownik,3700,300,PLN,2026-09-03,user7702@example.com,+481001007702,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 7702","Rozliczenie miesiąca dla użytkownika 7702"
7703,"Imię 7703","Nazwisko 7703",Logistyka,Pracownik,3800,450,PLN,2026-09-04,user7703@example.com,+481001007703,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 7703","Rozliczenie miesiąca dla użytkownika 7703"
7704,"Imię 7704","Nazwisko 7704",Sprzedaż,Specjalista,3900,600,PLN,2026-09-05,user7704@example.com,+481001007704,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 7704","Rozliczenie miesiąca dla użytkownika 7704"
7705,"Imię 7705","Nazwisko 7705",Logistyka,Pracownik,4000,750,PLN,2026-09-06,user7705@example.com,+481001007705,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 7705","Rozliczenie miesiąca dla użytkownika 7705"
7706,"Imię 7706","Nazwisko 7706",Sprzedaż,Pracownik,4100,900,PLN,2026-09-07,user7706@example.com,+481001007706,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 7706","Rozliczenie miesiąca dla użytkownika 7706"
7707,"Imię 7707","Nazwisko 7707",Logistyka,Specjalista,4200,0,PLN,2026-09-08,user7707@example.com,+481001007707,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 7707","Rozliczenie miesiąca dla użytkownika 7707"
7708,"Imię 7708","Nazwisko 7708",Sprzedaż,Pracownik,4300,150,PLN,2026-09-09,user7708@example.com,+481001007708,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 7708","Rozliczenie miesiąca dla użytkownika 7708"
7709,"Imię 7709","Nazwisko 7709",Logistyka,Pracownik,4400,300,PLN,2026-09-10,user7709@example.com,+481001007709,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 7709","Rozliczenie miesiąca dla użytkownika 7709"
7710,"Imię 7710","Nazwisko 7710",Sprzedaż,Specjalista,4500,450,PLN,2026-09-11,user7710@example.com,+481001007710,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 7710","Rozliczenie miesiąca dla użytkownika 7710"
7711,"Imię 7711","Nazwisko 7711",Logistyka,Pracownik,4600,600,PLN,2026-09-12,user7711@example.com,+481001007711,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 7711","Rozliczenie miesiąca dla użytkownika 7711"
7712,"Imię 7712","Nazwisko 7712",Sprzedaż,Pracownik,4700,750,PLN,2026-09-13,user7712@example.com,+481001007712,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 7712","Rozliczenie miesiąca dla użytkownika 7712"
7713,"Imię 7713","Nazwisko 7713",Logistyka,Specjalista,4800,900,PLN,2026-09-14,user7713@example.com,+481001007713,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 7713","Rozliczenie miesiąca dla użytkownika 7713"
7714,"Imię 7714","Nazwisko 7714",Sprzedaż,Pracownik,4900,0,PLN,2026-09-15,user7714@example.com,+481001007714,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 7714","Rozliczenie miesiąca dla użytkownika 7714"
7715,"Imię 7715","Nazwisko 7715",Logistyka,Pracownik,5000,150,PLN,2026-09-16,user7715@example.com,+481001007715,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 7715","Rozliczenie miesiąca dla użytkownika 7715"
7716,"Imię 7716","Nazwisko 7716",Sprzedaż,Specjalista,5100,300,PLN,2026-09-17,user7716@example.com,+481001007716,Warszawa,Polska,UoP,1,196,Aktywny,2,"Projekt 7716","Rozliczenie miesiąca dla użytkownika 7716"
7717,"Imię 7717","Nazwisko 7717",Logistyka,Pracownik,5200,450,PLN,2026-09-18,user7717@example.com,+481001007717,Warszawa,Polska,UoP,2,197,Aktywny,3,"Projekt 7717","Rozliczenie miesiąca dla użytkownika 7717"
7718,"Imię 7718","Nazwisko 7718",Sprzedaż,Pracownik,5300,600,PLN,2026-09-19,user7718@example.com,+481001007718,Warszawa,Polska,UoP,3,198,Aktywny,4,"Projekt 7718","Rozliczenie miesiąca dla użytkownika 7718"
7719,"Imię 7719","Nazwisko 7719",Logistyka,Specjalista,5400,750,PLN,2026-09-20,user7719@example.com,+481001007719,Warszawa,Polska,UoP,4,199,Aktywny,5,"Projekt 7719","Rozliczenie miesiąca dla użytkownika 7719"
7720,"Imię 7720","Nazwisko 7720",Sprzedaż,Pracownik,5500,900,PLN,2026-09-21,user7720@example.com,+481001007720,Warszawa,Polska,UoP,5,160,Aktywny,1,"Projekt 7720","Rozliczenie miesiąca dla użytkownika 7720"
7721,"Imię 7721","Nazwisko 7721",Logistyka,Pracownik,5600,0,PLN,2026-09-22,user7721@example.com,+481001007721,Warszawa,Polska,UoP,6,161,Aktywny,2,"Projekt 7721","Rozliczenie miesiąca dla użytkownika 7721"
7722,"Imię 7722","Nazwisko 7722",Sprzedaż,Specjalista,5700,150,PLN,2026-09-23,user7722@example.com,+481001007722,Warszawa,Polska,UoP,7,162,Aktywny,3,"Projekt 7722","Rozliczenie miesiąca dla użytkownika 7722"
7723,"Imię 7723","Nazwisko 7723",Logistyka,Pracownik,5800,300,PLN,2026-09-24,user7723@example.com,+481001007723,Warszawa,Polska,UoP,8,163,Aktywny,4,"Projekt 7723","Rozliczenie miesiąca dla użytkownika 7723"
7724,"Imię 7724","Nazwisko 7724",Sprzedaż,Pracownik,5900,450,PLN,2026-09-25,user7724@example.com,+481001007724,Warszawa,Polska,UoP,9,164,Aktywny,5,"Projekt 7724","Rozliczenie miesiąca dla użytkownika 7724"
7725,"Imię 7725","Nazwisko 7725",Logistyka,Specjalista,3500,600,PLN,2026-09-26,user7725@example.com,+481001007725,Warszawa,Polska,UoP,10,165,Aktywny,1,"Projekt 7725","Rozliczenie miesiąca dla użytkownika 7725"
7726,"Imię 7726","Nazwisko 7726",Sprzedaż,Pracownik,3600,750,PLN,2026-09-27,user7726@example.com,+481001007726,Warszawa,Polska,UoP,11,166,Aktywny,2,"Projekt 7726","Rozliczenie miesiąca dla użytkownika 7726"
7727,"Imię 7727","Nazwisko 7727",Logistyka,Pracownik,3700,900,PLN,2026-09-28,user7727@example.com,+481001007727,Warszawa,Polska,UoP,12,167,Aktywny,3,"Projekt 7727","Rozliczenie miesiąca dla użytkownika 7727"
7728,"Imię 7728","Nazwisko 7728",Sprzedaż,Specjalista,3800,0,PLN,2026-09-01,user7728@example.com,+481001007728,Warszawa,Polska,UoP,1,168,Aktywny,4,"Projekt 7728","Rozliczenie miesiąca dla użytkownika 7728"
7729,"Imię 7729","Nazwisko 7729",Logistyka,Pracownik,3900,150,PLN,2026-09-02,user7729@example.com,+481001007729,Warszawa,Polska,UoP,2,169,Aktywny,5,"Projekt 7729","Rozliczenie miesiąca dla użytkownika 7729"
7730,"Imię 7730","Nazwisko 7730",Sprzedaż,Pracownik,4000,300,PLN,2026-09-03,user7730@example.com,+481001007730,Warszawa,Polska,UoP,3,170,Aktywny,1,"Projekt 7730","Rozliczenie miesiąca dla użytkownika 7730"
7731,"Imię 7731","Nazwisko 7731",Logistyka,Specjalista,4100,450,PLN,2026-09-04,user7731@example.com,+481001007731,Warszawa,Polska,UoP,4,171,Aktywny,2,"Projekt 7731","Rozliczenie miesiąca dla użytkownika 7731"
7732,"Imię 7732","Nazwisko 7732",Sprzedaż,Pracownik,4200,600,PLN,2026-09-05,user7732@example.com,+481001007732,Warszawa,Polska,UoP,5,172,Aktywny,3,"Projekt 7732","Rozliczenie miesiąca dla użytkownika 7732"
7733,"Imię 7733","Nazwisko 7733",Logistyka,Pracownik,4300,750,PLN,2026-09-06,user7733@example.com,+481001007733,Warszawa,Polska,UoP,6,173,Aktywny,4,"Projekt 7733","Rozliczenie miesiąca dla użytkownika 7733"
7734,"Imię 7734","Nazwisko 7734",Sprzedaż,Specjalista,4400,900,PLN,2026-09-07,user7734@example.com,+481001007734,Warszawa,Polska,UoP,7,174,Aktywny,5,"Projekt 7734","Rozliczenie miesiąca dla użytkownika 7734"
7735,"Imię 7735","Nazwisko 7735",Logistyka,Pracownik,4500,0,PLN,2026-09-08,user7735@example.com,+481001007735,Warszawa,Polska,UoP,8,175,Aktywny,1,"Projekt 7735","Rozliczenie miesiąca dla użytkownika 7735"
7736,"Imię 7736","Nazwisko 7736",Sprzedaż,Pracownik,4600,150,PLN,2026-09-09,user7736@example.com,+481001007736,Warszawa,Polska,UoP,9,176,Aktywny,2,"Projekt 7736","Rozliczenie miesiąca dla użytkownika 7736"
7737,"Imię 7737","Nazwisko 7737",Logistyka,Specjalista,4700,300,PLN,2026-09-10,user7737@example.com,+481001007737,Warszawa,Polska,UoP,10,177,Aktywny,3,"Projekt 7737","Rozliczenie miesiąca dla użytkownika 7737"
7738,"Imię 7738","Nazwisko 7738",Sprzedaż,Pracownik,4800,450,PLN,2026-09-11,user7738@example.com,+481001007738,Warszawa,Polska,UoP,11,178,Aktywny,4,"Projekt 7738","Rozliczenie miesiąca dla użytkownika 7738"
7739,"Imię 7739","Nazwisko 7739",Logistyka,Pracownik,4900,600,PLN,2026-09-12,user7739@example.com,+481001007739,Warszawa,Polska,UoP,12,179,Aktywny,5,"Projekt 7739","Rozliczenie miesiąca dla użytkownika 7739"
7740,"Imię 7740","Nazwisko 7740",Sprzedaż,Specjalista,5000,750,PLN,2026-09-13,user7740@example.com,+481001007740,Warszawa,Polska,UoP,1,180,Aktywny,1,"Projekt 7740","Rozliczenie miesiąca dla użytkownika 7740"
